from,to ,weight,year
SaRy,AnMa,,
SaRy,StHe,,
SaRy,InSa,,
SaRy,OR,,
SaRy,KeSi,,
SaRy,JosHa,,
ErUm,ErEy,,
ErUm,GeRy,,
ErUm,MaWa,2,
ErUm,NiNe,1,
ErUm,FrOb,,
ErUm,BaOb,,
ErUm,KeHa,,
ErUm,EBT,,
ErUm,SLT,,
ErUm,NYT,2,
ErUm,DaFa,2,
ErUm,ChCh,1,
ErUm,PeNo,,
ErUm,HiAl,,
ErUm,ArCu,,
ErUm,JiMo,,
ErUm,JaWa,,
ErUm,PaC,,
ErUm,ST,,
ErUm,ErLi,,
ErUm,ZaMi,,
ErUm,RoKu,,
ErUm,ReKi,,
ErUm,FrSu,,
ErUm,CaLe,,
ErUm,DiMa,,
ErUm,LiFa,,
ErUm,MaMc,,
ErUm,KaKi,,
ErUm,AdZy,,
ErUm,StLPD,,
ErUm,JoKa,,
ErUm,MeTw,,
ErUm,RoFa,,
ErUm,PrDe,,
ErUm,WaPo,,
ErUm,ArRe,,
ErUm,UsTo,,
ErUm,CiEn,,
ErUm,ClBa,,
ErUm,AnMa,,
ErUm,MaMo,,
ErUm,RaKaGh,,
ErUm,JoAr,,
ErUm,JeSa,,
ErUm,AnDo,,
ErUm,JaHa,,
ErUm,MiSl,,
ErUm,RyKe,,
ErUm,AsPr,,
ErUm,LAT,,
ErUm,LLA,,
ErUm,AnCo,,
ErUm,MiBr,,
ErUm,TCM,,
ErUm,KeAr,,
ErUm,MiLa,,
ErUm,CaFi,,
ErUm,LiGa,,
ErUm,AJR,,
ErUm,KaSc,,
ErUm,FaSt,,
ErUm,EmNu,,
ErUm,JoHa,,
ErUm,BrGl,,
ErUm,JaOh,,
ErUm,MaLi,,
ErUm,SePo,,
ErUm,TyHi,,
ErUm,DaEt,,
ErUm,JeRi,,
ErUm,GU,,
ErUm,BG,,
ErUm,"ChHa
",,
ErUm,ElSa,,
ErUm,WiHo,,
ErUm,DaPh,,
ErUm,JaSz,,
ErUm,AnMa,,
ErUm,StHe,,
ErUm,InSa,,
ErUm,OR,,
ErUm,KeSi,,
ErUm,JosHa,,
ErEy,GeRy,,
ErEy,MaWa,,
ErEy,NiNe,1,
ErEy,FrOb,,
ErEy,BaOb,,
ErEy,KeHa,,
ErEy,EBT,,
ErEy,SLT,,
ErEy,NYT,,
ErEy,DaFa,1,
ErEy,ChCh,,
ErEy,PeNo,,
ErEy,HiAl,,
ErEy,ArCu,,
ErEy,JiMo,,
ErEy,JaWa,,
ErEy,PaC,,
ErEy,ST,,
ErEy,ErLi,,
ErEy,ZaMi,,
ErEy,RoKu,,
ErEy,ReKi,,
ErEy,FrSu,,
ErEy,CaLe,,
ErEy,DiMa,,
ErEy,LiFa,,
ErEy,MaMc,,
ErEy,KaKi,,
ErEy,AdZy,,
ErEy,StLPD,,
ErEy,JoKa,,
ErEy,MeTw,,
ErEy,RoFa,,
ErEy,PrDe,,
ErEy,WaPo,,
ErEy,ArRe,,
ErEy,UsTo,,
ErEy,CiEn,,
ErEy,ClBa,,
ErEy,AnMa,,
ErEy,MaMo,,
ErEy,RaKaGh,,
ErEy,JoAr,,
ErEy,JeSa,,
ErEy,AnDo,,
ErEy,JaHa,,
ErEy,MiSl,,
ErEy,RyKe,,
ErEy,AsPr,,
ErEy,LAT,,
ErEy,LLA,,
ErEy,AnCo,,
ErEy,MiBr,,
ErEy,TCM,,
ErEy,KeAr,,
ErEy,MiLa,,
ErEy,CaFi,,
ErEy,LiGa,,
ErEy,AJR,,
ErEy,KaSc,,
ErEy,FaSt,,
ErEy,EmNu,,
ErEy,JoHa,,
ErEy,BrGl,,
ErEy,JaOh,,
ErEy,MaLi,,
ErEy,SePo,,
ErEy,TyHi,,
ErEy,DaEt,,
ErEy,JeRi,,
ErEy,GU,,
ErEy,BG,,
ErEy,"ChHa
",,
ErEy,ElSa,,
ErEy,WiHo,,
ErEy,DaPh,,
ErEy,JaSz,,
ErEy,AnMa,,
ErEy,StHe,,
ErEy,InSa,,
ErEy,OR,,
ErEy,KeSi,,
ErEy,JosHa,,
GeRy,MaWa,3,
GeRy,NiNe,1,
GeRy,FrOb,2,
GeRy,BaOb,2,
GeRy,KeHa,2,
GeRy,EBT,,
GeRy,SLT,,
GeRy,NYT,2,
GeRy,DaFa,,
GeRy,ChCh,,
GeRy,PeNo,,
GeRy,HiAl,,
GeRy,ArCu,,
GeRy,JiMo,,
GeRy,JaWa,,
GeRy,PaC,,
GeRy,ST,,
GeRy,ErLi,,
GeRy,ZaMi,,
GeRy,RoKu,,
GeRy,ReKi,,
GeRy,FrSu,,
GeRy,CaLe,,
GeRy,DiMa,,
GeRy,LiFa,,
GeRy,MaMc,,
GeRy,KaKi,,
GeRy,AdZy,,
GeRy,StLPD,,
GeRy,JoKa,,
GeRy,MeTw,,
GeRy,RoFa,,
GeRy,PrDe,,
GeRy,WaPo,,
GeRy,ArRe,,
GeRy,UsTo,,
GeRy,CiEn,,
GeRy,ClBa,,
GeRy,AnMa,,
GeRy,MaMo,,
GeRy,RaKaGh,,
GeRy,JoAr,,
GeRy,JeSa,,
GeRy,AnDo,,
GeRy,JaHa,,
GeRy,MiSl,,
GeRy,RyKe,,
GeRy,AsPr,,
GeRy,LAT,,
GeRy,LLA,,
GeRy,AnCo,,
GeRy,MiBr,,
GeRy,TCM,,
GeRy,KeAr,,
GeRy,MiLa,,
GeRy,CaFi,,
GeRy,LiGa,,
GeRy,AJR,,
GeRy,KaSc,,
GeRy,FaSt,,
GeRy,EmNu,,
GeRy,JoHa,,
GeRy,BrGl,,
GeRy,JaOh,,
GeRy,MaLi,,
GeRy,SePo,,
GeRy,TyHi,,
GeRy,DaEt,,
GeRy,JeRi,,
GeRy,GU,,
GeRy,BG,,
GeRy,"ChHa
",,
GeRy,ElSa,,
GeRy,WiHo,,
GeRy,DaPh,,
GeRy,JaSz,,
GeRy,AnMa,,
GeRy,StHe,,
GeRy,InSa,,
GeRy,OR,,
GeRy,KeSi,,
GeRy,JosHa,,
MaWa,NiNe,1,
MaWa,FrOb,,
MaWa,BaOb,,
MaWa,KeHa,,
MaWa,EBT,,
MaWa,SLT,,
MaWa,NYT,2,
MaWa,DaFa,1,
MaWa,ChCh,1,
MaWa,PeNo,,
MaWa,HiAl,,
MaWa,ArCu,,
MaWa,JiMo,,
MaWa,JaWa,,
MaWa,PaC,,
MaWa,ST,,
MaWa,ErLi,,
MaWa,ZaMi,,
MaWa,RoKu,,
MaWa,ReKi,,
MaWa,FrSu,,
MaWa,CaLe,,
MaWa,DiMa,,
MaWa,LiFa,,
MaWa,MaMc,,
MaWa,KaKi,,
MaWa,AdZy,,
MaWa,StLPD,,
MaWa,JoKa,,
MaWa,MeTw,,
MaWa,RoFa,,
MaWa,PrDe,,
MaWa,WaPo,,
MaWa,ArRe,,
MaWa,UsTo,,
MaWa,CiEn,,
MaWa,ClBa,,
MaWa,AnMa,,
MaWa,MaMo,,
MaWa,RaKaGh,,
MaWa,JoAr,,
MaWa,JeSa,,
MaWa,AnDo,,
MaWa,JaHa,,
MaWa,MiSl,,
MaWa,RyKe,,
MaWa,AsPr,,
MaWa,LAT,,
MaWa,LLA,,
MaWa,AnCo,,
MaWa,MiBr,,
MaWa,TCM,,
MaWa,KeAr,,
MaWa,MiLa,,
MaWa,CaFi,,
MaWa,LiGa,,
MaWa,AJR,,
MaWa,KaSc,,
MaWa,FaSt,,
MaWa,EmNu,,
MaWa,JoHa,,
MaWa,BrGl,,
MaWa,JaOh,,
MaWa,MaLi,,
MaWa,SePo,,
MaWa,TyHi,,
MaWa,DaEt,,
MaWa,JeRi,,
MaWa,GU,,
MaWa,BG,,
MaWa,"ChHa
",,
MaWa,ElSa,,
MaWa,WiHo,,
MaWa,DaPh,,
MaWa,JaSz,,
MaWa,AnMa,,
MaWa,StHe,,
MaWa,InSa,,
MaWa,OR,,
MaWa,KeSi,,
MaWa,JosHa,,
NiNe,FrOb,,
NiNe,BaOb,,
NiNe,KeHa,,
NiNe,EBT,,
NiNe,SLT,,
NiNe,NYT,,
NiNe,DaFa,,
NiNe,ChCh,,
NiNe,PeNo,,
NiNe,HiAl,,
NiNe,ArCu,,
NiNe,JiMo,,
NiNe,JaWa,,
NiNe,PaC,,
NiNe,ST,,
NiNe,ErLi,,
NiNe,ZaMi,,
NiNe,RoKu,,
NiNe,ReKi,,
NiNe,FrSu,,
NiNe,CaLe,,
NiNe,DiMa,,
NiNe,LiFa,,
NiNe,MaMc,,
NiNe,KaKi,,
NiNe,AdZy,,
NiNe,StLPD,,
NiNe,JoKa,,
NiNe,MeTw,,
NiNe,RoFa,,
NiNe,PrDe,,
NiNe,WaPo,,
NiNe,ArRe,,
NiNe,UsTo,,
NiNe,CiEn,,
NiNe,ClBa,,
NiNe,AnMa,,
NiNe,MaMo,,
NiNe,RaKaGh,,
NiNe,JoAr,,
NiNe,JeSa,,
NiNe,AnDo,,
NiNe,JaHa,,
NiNe,MiSl,,
NiNe,RyKe,,
NiNe,AsPr,,
NiNe,LAT,,
NiNe,LLA,,
NiNe,AnCo,,
NiNe,MiBr,,
NiNe,TCM,,
NiNe,KeAr,,
NiNe,MiLa,,
NiNe,CaFi,,
NiNe,LiGa,,
NiNe,AJR,,
NiNe,KaSc,,
NiNe,FaSt,,
NiNe,EmNu,,
NiNe,JoHa,,
NiNe,BrGl,,
NiNe,JaOh,,
NiNe,MaLi,,
NiNe,SePo,,
NiNe,TyHi,,
NiNe,DaEt,,
NiNe,JeRi,,
NiNe,GU,,
NiNe,BG,,
NiNe,"ChHa
",,
NiNe,ElSa,,
NiNe,WiHo,,
NiNe,DaPh,,
NiNe,JaSz,,
NiNe,AnMa,,
NiNe,StHe,,
NiNe,InSa,,
NiNe,OR,,
NiNe,KeSi,,
NiNe,JosHa,,
FrOb,BaOb,3,
FrOb,KeHa,2,
FrOb,EBT,,
FrOb,SLT,,
FrOb,NYT,2,
FrOb,DaFa,1,
FrOb,ChCh,,
FrOb,PeNo,,
FrOb,HiAl,,
FrOb,ArCu,,
FrOb,JiMo,,
FrOb,JaWa,,
FrOb,PaC,,
FrOb,ST,,
FrOb,ErLi,,
FrOb,ZaMi,,
FrOb,RoKu,,
FrOb,ReKi,,
FrOb,FrSu,,
FrOb,CaLe,,
FrOb,DiMa,,
FrOb,LiFa,,
FrOb,MaMc,,
FrOb,KaKi,,
FrOb,AdZy,,
FrOb,StLPD,,
FrOb,JoKa,,
FrOb,MeTw,,
FrOb,RoFa,,
FrOb,PrDe,,
FrOb,WaPo,,
FrOb,ArRe,,
FrOb,UsTo,,
FrOb,CiEn,,
FrOb,ClBa,,
FrOb,AnMa,,
FrOb,MaMo,,
FrOb,RaKaGh,,
FrOb,JoAr,,
FrOb,JeSa,,
FrOb,AnDo,,
FrOb,JaHa,,
FrOb,MiSl,,
FrOb,RyKe,,
FrOb,AsPr,,
FrOb,LAT,,
FrOb,LLA,,
FrOb,AnCo,,
FrOb,MiBr,,
FrOb,TCM,,
FrOb,KeAr,,
FrOb,MiLa,,
FrOb,CaFi,,
FrOb,LiGa,,
FrOb,AJR,,
FrOb,KaSc,,
FrOb,FaSt,,
FrOb,EmNu,,
FrOb,JoHa,,
FrOb,BrGl,,
FrOb,JaOh,,
FrOb,MaLi,,
FrOb,SePo,,
FrOb,TyHi,,
FrOb,DaEt,,
FrOb,JeRi,,
FrOb,GU,,
FrOb,BG,,
FrOb,"ChHa
",,
FrOb,ElSa,,
FrOb,WiHo,,
FrOb,DaPh,,
FrOb,JaSz,,
FrOb,AnMa,,
FrOb,StHe,,
FrOb,InSa,,
FrOb,OR,,
FrOb,KeSi,,
FrOb,JosHa,,
BaOb,KeHa,,
BaOb,EBT,,
BaOb,SLT,,
BaOb,NYT,,
BaOb,DaFa,,
BaOb,ChCh,,
BaOb,PeNo,,
BaOb,HiAl,,
BaOb,ArCu,,
BaOb,JiMo,,
BaOb,JaWa,,
BaOb,PaC,,
BaOb,ST,,
BaOb,ErLi,,
BaOb,ZaMi,,
BaOb,RoKu,,
BaOb,ReKi,,
BaOb,FrSu,,
BaOb,CaLe,,
BaOb,DiMa,,
BaOb,LiFa,,
BaOb,MaMc,,
BaOb,KaKi,,
BaOb,AdZy,,
BaOb,StLPD,,
BaOb,JoKa,,
BaOb,MeTw,,
BaOb,RoFa,,
BaOb,PrDe,,
BaOb,WaPo,,
BaOb,ArRe,,
BaOb,UsTo,,
BaOb,CiEn,,
BaOb,ClBa,,
BaOb,AnMa,,
BaOb,MaMo,,
BaOb,RaKaGh,,
BaOb,JoAr,,
BaOb,JeSa,,
BaOb,AnDo,,
BaOb,JaHa,,
BaOb,MiSl,,
BaOb,RyKe,,
BaOb,AsPr,,
BaOb,LAT,,
BaOb,LLA,,
BaOb,AnCo,,
BaOb,MiBr,,
BaOb,TCM,,
BaOb,KeAr,,
BaOb,MiLa,,
BaOb,CaFi,,
BaOb,LiGa,,
BaOb,AJR,,
BaOb,KaSc,,
BaOb,FaSt,,
BaOb,EmNu,,
BaOb,JoHa,,
BaOb,BrGl,,
BaOb,JaOh,,
BaOb,MaLi,,
BaOb,SePo,,
BaOb,TyHi,,
BaOb,DaEt,,
BaOb,JeRi,,
BaOb,GU,,
BaOb,BG,,
BaOb,"ChHa
",,
BaOb,ElSa,,
BaOb,WiHo,,
BaOb,DaPh,,
BaOb,JaSz,,
BaOb,AnMa,,
BaOb,StHe,,
BaOb,InSa,,
BaOb,OR,,
BaOb,KeSi,,
BaOb,JosHa,,
KeHa,EBT,,
KeHa,SLT,,
KeHa,NYT,,
KeHa,DaFa,,
KeHa,ChCh,,
KeHa,PeNo,,
KeHa,HiAl,,
KeHa,ArCu,,
KeHa,JiMo,,
KeHa,JaWa,,
KeHa,PaC,,
KeHa,ST,,
KeHa,ErLi,,
KeHa,ZaMi,,
KeHa,RoKu,,
KeHa,ReKi,,
KeHa,FrSu,,
KeHa,CaLe,,
KeHa,DiMa,,
KeHa,LiFa,,
KeHa,MaMc,,
KeHa,KaKi,,
KeHa,AdZy,,
KeHa,StLPD,,
KeHa,JoKa,,
KeHa,MeTw,,
KeHa,RoFa,,
KeHa,PrDe,,
KeHa,WaPo,,
KeHa,ArRe,,
KeHa,UsTo,,
KeHa,CiEn,,
KeHa,ClBa,,
KeHa,AnMa,,
KeHa,MaMo,,
KeHa,RaKaGh,,
KeHa,JoAr,,
KeHa,JeSa,,
KeHa,AnDo,,
KeHa,JaHa,,
KeHa,MiSl,,
KeHa,RyKe,,
KeHa,AsPr,,
KeHa,LAT,,
KeHa,LLA,,
KeHa,AnCo,,
KeHa,MiBr,,
KeHa,TCM,,
KeHa,KeAr,,
KeHa,MiLa,,
KeHa,CaFi,,
KeHa,LiGa,,
KeHa,AJR,,
KeHa,KaSc,,
KeHa,FaSt,,
KeHa,EmNu,,
KeHa,JoHa,,
KeHa,BrGl,,
KeHa,JaOh,,
KeHa,MaLi,,
KeHa,SePo,,
KeHa,TyHi,,
KeHa,DaEt,,
KeHa,JeRi,,
KeHa,GU,,
KeHa,BG,,
KeHa,"ChHa
",,
KeHa,ElSa,,
KeHa,WiHo,,
KeHa,DaPh,,
KeHa,JaSz,,
KeHa,AnMa,,
KeHa,StHe,,
KeHa,InSa,,
KeHa,OR,,
KeHa,KeSi,,
KeHa,JosHa,,
EBT,SLT,,
EBT,NYT,,
EBT,DaFa,,
EBT,ChCh,,
EBT,PeNo,,
EBT,HiAl,,
EBT,ArCu,,
EBT,JiMo,,
EBT,JaWa,,
EBT,PaC,,
EBT,ST,,
EBT,ErLi,,
EBT,ZaMi,,
EBT,RoKu,,
EBT,ReKi,,
EBT,FrSu,,
EBT,CaLe,,
EBT,DiMa,,
EBT,LiFa,,
EBT,MaMc,,
EBT,KaKi,,
EBT,AdZy,,
EBT,StLPD,,
EBT,JoKa,,
EBT,MeTw,,
EBT,RoFa,,
EBT,PrDe,,
EBT,WaPo,,
EBT,ArRe,,
EBT,UsTo,,
EBT,CiEn,,
EBT,ClBa,,
EBT,AnMa,,
EBT,MaMo,,
EBT,RaKaGh,,
EBT,JoAr,,
EBT,JeSa,,
EBT,AnDo,,
EBT,JaHa,,
EBT,MiSl,,
EBT,RyKe,,
EBT,AsPr,,
EBT,LAT,,
EBT,LLA,,
EBT,AnCo,,
EBT,MiBr,,
EBT,TCM,,
EBT,KeAr,,
EBT,MiLa,,
EBT,CaFi,,
EBT,LiGa,,
EBT,AJR,,
EBT,KaSc,,
EBT,FaSt,,
EBT,EmNu,,
EBT,JoHa,,
EBT,BrGl,,
EBT,JaOh,,
EBT,MaLi,,
EBT,SePo,,
EBT,TyHi,,
EBT,DaEt,,
EBT,JeRi,,
EBT,GU,,
EBT,BG,,
EBT,"ChHa
",,
EBT,ElSa,,
EBT,WiHo,,
EBT,DaPh,,
EBT,JaSz,,
EBT,AnMa,,
EBT,StHe,,
EBT,InSa,,
EBT,OR,,
EBT,KeSi,,
EBT,JosHa,,
SLT,NYT,,
SLT,DaFa,,
SLT,ChCh,,
SLT,PeNo,,
SLT,HiAl,,
SLT,ArCu,,
SLT,JiMo,,
SLT,JaWa,,
SLT,PaC,,
SLT,ST,,
SLT,ErLi,,
SLT,ZaMi,,
SLT,RoKu,,
SLT,ReKi,,
SLT,FrSu,,
SLT,CaLe,,
SLT,DiMa,,
SLT,LiFa,,
SLT,MaMc,,
SLT,KaKi,,
SLT,AdZy,,
SLT,StLPD,,
SLT,JoKa,,
SLT,MeTw,,
SLT,RoFa,,
SLT,PrDe,,
SLT,WaPo,,
SLT,ArRe,,
SLT,UsTo,,
SLT,CiEn,,
SLT,ClBa,,
SLT,AnMa,,
SLT,MaMo,,
SLT,RaKaGh,,
SLT,JoAr,,
SLT,JeSa,,
SLT,AnDo,,
SLT,JaHa,,
SLT,MiSl,,
SLT,RyKe,,
SLT,AsPr,,
SLT,LAT,,
SLT,LLA,,
SLT,AnCo,,
SLT,MiBr,,
SLT,TCM,,
SLT,KeAr,,
SLT,MiLa,,
SLT,CaFi,,
SLT,LiGa,,
SLT,AJR,,
SLT,KaSc,,
SLT,FaSt,,
SLT,EmNu,,
SLT,JoHa,,
SLT,BrGl,,
SLT,JaOh,,
SLT,MaLi,,
SLT,SePo,,
SLT,TyHi,,
SLT,DaEt,,
SLT,JeRi,,
SLT,GU,,
SLT,BG,,
SLT,"ChHa
",,
SLT,ElSa,,
SLT,WiHo,,
SLT,DaPh,,
SLT,JaSz,,
SLT,AnMa,,
SLT,StHe,,
SLT,InSa,,
SLT,OR,,
SLT,KeSi,,
SLT,JosHa,,
NYT,DaFa,,
NYT,ChCh,,
NYT,PeNo,,
NYT,HiAl,,
NYT,ArCu,,
NYT,JiMo,,
NYT,JaWa,,
NYT,PaC,,
NYT,ST,,
NYT,ErLi,,
NYT,ZaMi,,
NYT,RoKu,,
NYT,ReKi,,
NYT,FrSu,,
NYT,CaLe,,
NYT,DiMa,,
NYT,LiFa,,
NYT,MaMc,,
NYT,KaKi,,
NYT,AdZy,,
NYT,StLPD,,
NYT,JoKa,,
NYT,MeTw,,
NYT,RoFa,,
NYT,PrDe,,
NYT,WaPo,,
NYT,ArRe,,
NYT,UsTo,,
NYT,CiEn,,
NYT,ClBa,,
NYT,AnMa,,
NYT,MaMo,,
NYT,RaKaGh,,
NYT,JoAr,,
NYT,JeSa,,
NYT,AnDo,,
NYT,JaHa,,
NYT,MiSl,,
NYT,RyKe,,
NYT,AsPr,,
NYT,LAT,,
NYT,LLA,,
NYT,AnCo,,
NYT,MiBr,,
NYT,TCM,,
NYT,KeAr,,
NYT,MiLa,,
NYT,CaFi,,
NYT,LiGa,,
NYT,AJR,,
NYT,KaSc,,
NYT,FaSt,,
NYT,EmNu,,
NYT,JoHa,,
NYT,BrGl,,
NYT,JaOh,,
NYT,MaLi,,
NYT,SePo,,
NYT,TyHi,,
NYT,DaEt,,
NYT,JeRi,,
NYT,GU,,
NYT,BG,,
NYT,"ChHa
",,
NYT,ElSa,,
NYT,WiHo,,
NYT,DaPh,,
NYT,JaSz,,
NYT,AnMa,,
NYT,StHe,,
NYT,InSa,,
NYT,OR,,
NYT,KeSi,,
NYT,JosHa,,
DaFa,ChCh,,
DaFa,PeNo,,
DaFa,HiAl,,
DaFa,ArCu,,
DaFa,JiMo,,
DaFa,JaWa,,
DaFa,PaC,,
DaFa,ST,,
DaFa,ErLi,,
DaFa,ZaMi,,
DaFa,RoKu,,
DaFa,ReKi,,
DaFa,FrSu,,
DaFa,CaLe,,
DaFa,DiMa,,
DaFa,LiFa,,
DaFa,MaMc,,
DaFa,KaKi,,
DaFa,AdZy,,
DaFa,StLPD,,
DaFa,JoKa,,
DaFa,MeTw,,
DaFa,RoFa,,
DaFa,PrDe,,
DaFa,WaPo,,
DaFa,ArRe,,
DaFa,UsTo,,
DaFa,CiEn,,
DaFa,ClBa,,
DaFa,AnMa,,
DaFa,MaMo,,
DaFa,RaKaGh,,
DaFa,JoAr,,
DaFa,JeSa,,
DaFa,AnDo,,
DaFa,JaHa,,
DaFa,MiSl,,
DaFa,RyKe,,
DaFa,AsPr,,
DaFa,LAT,,
DaFa,LLA,,
DaFa,AnCo,,
DaFa,MiBr,,
DaFa,TCM,,
DaFa,KeAr,,
DaFa,MiLa,,
DaFa,CaFi,,
DaFa,LiGa,,
DaFa,AJR,,
DaFa,KaSc,,
DaFa,FaSt,,
DaFa,EmNu,,
DaFa,JoHa,,
DaFa,BrGl,,
DaFa,JaOh,,
DaFa,MaLi,,
DaFa,SePo,,
DaFa,TyHi,,
DaFa,DaEt,,
DaFa,JeRi,,
DaFa,GU,,
DaFa,BG,,
DaFa,"ChHa
",,
DaFa,ElSa,,
DaFa,WiHo,,
DaFa,DaPh,,
DaFa,JaSz,,
DaFa,AnMa,,
DaFa,StHe,,
DaFa,InSa,,
DaFa,OR,,
DaFa,KeSi,,
DaFa,JosHa,,
ChCh,PeNo,,
ChCh,HiAl,,
ChCh,ArCu,,
ChCh,JiMo,,
ChCh,JaWa,,
ChCh,PaC,,
ChCh,ST,,
ChCh,ErLi,,
ChCh,ZaMi,,
ChCh,RoKu,,
ChCh,ReKi,,
ChCh,FrSu,,
ChCh,CaLe,,
ChCh,DiMa,,
ChCh,LiFa,,
ChCh,MaMc,,
ChCh,KaKi,,
ChCh,AdZy,,
ChCh,StLPD,,
ChCh,JoKa,,
ChCh,MeTw,,
ChCh,RoFa,,
ChCh,PrDe,,
ChCh,WaPo,,
ChCh,ArRe,,
ChCh,UsTo,,
ChCh,CiEn,,
ChCh,ClBa,,
ChCh,AnMa,,
ChCh,MaMo,,
ChCh,RaKaGh,,
ChCh,JoAr,,
ChCh,JeSa,,
ChCh,AnDo,,
ChCh,JaHa,,
ChCh,MiSl,,
ChCh,RyKe,,
ChCh,AsPr,,
ChCh,LAT,,
ChCh,LLA,,
ChCh,AnCo,,
ChCh,MiBr,,
ChCh,TCM,,
ChCh,KeAr,,
ChCh,MiLa,,
ChCh,CaFi,,
ChCh,LiGa,,
ChCh,AJR,,
ChCh,KaSc,,
ChCh,FaSt,,
ChCh,EmNu,,
ChCh,JoHa,,
ChCh,BrGl,,
ChCh,JaOh,,
ChCh,MaLi,,
ChCh,SePo,,
ChCh,TyHi,,
ChCh,DaEt,,
ChCh,JeRi,,
ChCh,GU,,
ChCh,BG,,
ChCh,"ChHa
",,
ChCh,ElSa,,
ChCh,WiHo,,
ChCh,DaPh,,
ChCh,JaSz,,
ChCh,AnMa,,
ChCh,StHe,,
ChCh,InSa,,
ChCh,OR,,
ChCh,KeSi,,
ChCh,JosHa,,
PeNo,HiAl,,
PeNo,ArCu,,
PeNo,JiMo,,
PeNo,JaWa,,
PeNo,PaC,,
PeNo,ST,,
PeNo,ErLi,,
PeNo,ZaMi,,
PeNo,RoKu,,
PeNo,ReKi,,
PeNo,FrSu,,
PeNo,CaLe,,
PeNo,DiMa,,
PeNo,LiFa,,
PeNo,MaMc,,
PeNo,KaKi,,
PeNo,AdZy,,
PeNo,StLPD,,
PeNo,JoKa,,
PeNo,MeTw,,
PeNo,RoFa,,
PeNo,PrDe,,
PeNo,WaPo,,
PeNo,ArRe,,
PeNo,UsTo,,
PeNo,CiEn,,
PeNo,ClBa,,
PeNo,AnMa,,
PeNo,MaMo,,
PeNo,RaKaGh,,
PeNo,JoAr,,
PeNo,JeSa,,
PeNo,AnDo,,
PeNo,JaHa,,
PeNo,MiSl,,
PeNo,RyKe,,
PeNo,AsPr,,
PeNo,LAT,,
PeNo,LLA,,
PeNo,AnCo,,
PeNo,MiBr,,
PeNo,TCM,,
PeNo,KeAr,,
PeNo,MiLa,,
PeNo,CaFi,,
PeNo,LiGa,,
PeNo,AJR,,
PeNo,KaSc,,
PeNo,FaSt,,
PeNo,EmNu,,
PeNo,JoHa,,
PeNo,BrGl,,
PeNo,JaOh,,
PeNo,MaLi,,
PeNo,SePo,,
PeNo,TyHi,,
PeNo,DaEt,,
PeNo,JeRi,,
PeNo,GU,,
PeNo,BG,,
PeNo,"ChHa
",,
PeNo,ElSa,,
PeNo,WiHo,,
PeNo,DaPh,,
PeNo,JaSz,,
PeNo,AnMa,,
PeNo,StHe,,
PeNo,InSa,,
PeNo,OR,,
PeNo,KeSi,,
PeNo,JosHa,,
HiAl,ArCu,,
HiAl,JiMo,,
HiAl,JaWa,,
HiAl,PaC,,
HiAl,ST,,
HiAl,ErLi,,
HiAl,ZaMi,,
HiAl,RoKu,,
HiAl,ReKi,,
HiAl,FrSu,,
HiAl,CaLe,,
HiAl,DiMa,,
HiAl,LiFa,,
HiAl,MaMc,,
HiAl,KaKi,,
HiAl,AdZy,,
HiAl,StLPD,,
HiAl,JoKa,,
HiAl,MeTw,,
HiAl,RoFa,,
HiAl,PrDe,,
HiAl,WaPo,,
HiAl,ArRe,,
HiAl,UsTo,,
HiAl,CiEn,,
HiAl,ClBa,,
HiAl,AnMa,,
HiAl,MaMo,,
HiAl,RaKaGh,,
HiAl,JoAr,,
HiAl,JeSa,,
HiAl,AnDo,,
HiAl,JaHa,,
HiAl,MiSl,,
HiAl,RyKe,,
HiAl,AsPr,,
HiAl,LAT,,
HiAl,LLA,,
HiAl,AnCo,,
HiAl,MiBr,,
HiAl,TCM,,
HiAl,KeAr,,
HiAl,MiLa,,
HiAl,CaFi,,
HiAl,LiGa,,
HiAl,AJR,,
HiAl,KaSc,,
HiAl,FaSt,,
HiAl,EmNu,,
HiAl,JoHa,,
HiAl,BrGl,,
HiAl,JaOh,,
HiAl,MaLi,,
HiAl,SePo,,
HiAl,TyHi,,
HiAl,DaEt,,
HiAl,JeRi,,
HiAl,GU,,
HiAl,BG,,
HiAl,"ChHa
",,
HiAl,ElSa,,
HiAl,WiHo,,
HiAl,DaPh,,
HiAl,JaSz,,
HiAl,AnMa,,
HiAl,StHe,,
HiAl,InSa,,
HiAl,OR,,
HiAl,KeSi,,
HiAl,JosHa,,
ArCu,JiMo,,
ArCu,JaWa,,
ArCu,PaC,,
ArCu,ST,,
ArCu,ErLi,,
ArCu,ZaMi,,
ArCu,RoKu,,
ArCu,ReKi,,
ArCu,FrSu,,
ArCu,CaLe,,
ArCu,DiMa,,
ArCu,LiFa,,
ArCu,MaMc,,
ArCu,KaKi,,
ArCu,AdZy,,
ArCu,StLPD,,
ArCu,JoKa,,
ArCu,MeTw,,
ArCu,RoFa,,
ArCu,PrDe,,
ArCu,WaPo,,
ArCu,ArRe,,
ArCu,UsTo,,
ArCu,CiEn,,
ArCu,ClBa,,
ArCu,AnMa,,
ArCu,MaMo,,
ArCu,RaKaGh,,
ArCu,JoAr,,
ArCu,JeSa,,
ArCu,AnDo,,
ArCu,JaHa,,
ArCu,MiSl,,
ArCu,RyKe,,
ArCu,AsPr,,
ArCu,LAT,,
ArCu,LLA,,
ArCu,AnCo,,
