from,to ,weight,year
PrDe,WiHo,,
PrDe,DaPh,,
PrDe,JaSz,,
PrDe,AnMa,,
PrDe,StHe,,
PrDe,InSa,,
PrDe,OR,,
PrDe,KeSi,,
PrDe,JosHa,,
WaPo,ArRe,,
WaPo,UsTo,,
WaPo,CiEn,,
WaPo,ClBa,,
WaPo,AnMa,,
WaPo,MaMo,,
WaPo,RaKaGh,,
WaPo,JoAr,,
WaPo,JeSa,,
WaPo,AnDo,,
WaPo,JaHa,,
WaPo,MiSl,,
WaPo,RyKe,,
WaPo,AsPr,,
WaPo,LAT,,
WaPo,LLA,,
WaPo,AnCo,,
WaPo,MiBr,,
WaPo,TCM,,
WaPo,KeAr,,
WaPo,MiLa,,
WaPo,CaFi,,
WaPo,LiGa,,
WaPo,AJR,,
WaPo,KaSc,,
WaPo,FaSt,,
WaPo,EmNu,,
WaPo,JoHa,,
WaPo,BrGl,,
WaPo,JaOh,,
WaPo,MaLi,,
WaPo,SePo,,
WaPo,TyHi,,
WaPo,DaEt,,
WaPo,JeRi,,
WaPo,GU,,
WaPo,BG,,
WaPo,"ChHa
",,
WaPo,ElSa,,
WaPo,WiHo,,
WaPo,DaPh,,
WaPo,JaSz,,
WaPo,AnMa,,
WaPo,StHe,,
WaPo,InSa,,
WaPo,OR,,
WaPo,KeSi,,
WaPo,JosHa,,
ArRe,UsTo,,
ArRe,CiEn,,
ArRe,ClBa,,
ArRe,AnMa,,
ArRe,MaMo,,
ArRe,RaKaGh,,
ArRe,JoAr,,
ArRe,JeSa,,
ArRe,AnDo,,
ArRe,JaHa,,
ArRe,MiSl,,
ArRe,RyKe,,
ArRe,AsPr,,
ArRe,LAT,,
ArRe,LLA,,
ArRe,AnCo,,
ArRe,MiBr,,
ArRe,TCM,,
ArRe,KeAr,,
ArRe,MiLa,,
ArRe,CaFi,,
ArRe,LiGa,,
ArRe,AJR,,
ArRe,KaSc,,
ArRe,FaSt,,
ArRe,EmNu,,
ArRe,JoHa,,
ArRe,BrGl,,
ArRe,JaOh,,
ArRe,MaLi,,
ArRe,SePo,,
ArRe,TyHi,,
ArRe,DaEt,,
ArRe,JeRi,,
ArRe,GU,,
ArRe,BG,,
ArRe,"ChHa
",,
ArRe,ElSa,,
ArRe,WiHo,,
ArRe,DaPh,,
ArRe,JaSz,,
ArRe,AnMa,,
ArRe,StHe,,
ArRe,InSa,,
ArRe,OR,,
ArRe,KeSi,,
ArRe,JosHa,,
UsTo,CiEn,,
UsTo,ClBa,,
UsTo,AnMa,,
UsTo,MaMo,,
UsTo,RaKaGh,,
UsTo,JoAr,,
UsTo,JeSa,,
UsTo,AnDo,,
UsTo,JaHa,,
UsTo,MiSl,,
UsTo,RyKe,,
UsTo,AsPr,,
UsTo,LAT,,
UsTo,LLA,,
UsTo,AnCo,,
UsTo,MiBr,,
UsTo,TCM,,
UsTo,KeAr,,
UsTo,MiLa,,
UsTo,CaFi,,
UsTo,LiGa,,
UsTo,AJR,,
UsTo,KaSc,,
UsTo,FaSt,,
UsTo,EmNu,,
UsTo,JoHa,,
UsTo,BrGl,,
UsTo,JaOh,,
UsTo,MaLi,,
UsTo,SePo,,
UsTo,TyHi,,
UsTo,DaEt,,
UsTo,JeRi,,
UsTo,GU,,
UsTo,BG,,
UsTo,"ChHa
",,
UsTo,ElSa,,
UsTo,WiHo,,
UsTo,DaPh,,
UsTo,JaSz,,
UsTo,AnMa,,
UsTo,StHe,,
UsTo,InSa,,
UsTo,OR,,
UsTo,KeSi,,
UsTo,JosHa,,
CiEn,ClBa,,
CiEn,AnMa,,
CiEn,MaMo,,
CiEn,RaKaGh,,
CiEn,JoAr,,
CiEn,JeSa,,
CiEn,AnDo,,
CiEn,JaHa,,
CiEn,MiSl,,
CiEn,RyKe,,
CiEn,AsPr,,
CiEn,LAT,,
CiEn,LLA,,
CiEn,AnCo,,
CiEn,MiBr,,
CiEn,TCM,,
CiEn,KeAr,,
CiEn,MiLa,,
CiEn,CaFi,,
CiEn,LiGa,,
CiEn,AJR,,
CiEn,KaSc,,
CiEn,FaSt,,
CiEn,EmNu,,
CiEn,JoHa,,
CiEn,BrGl,,
CiEn,JaOh,,
CiEn,MaLi,,
CiEn,SePo,,
CiEn,TyHi,,
CiEn,DaEt,,
CiEn,JeRi,,
CiEn,GU,,
CiEn,BG,,
CiEn,"ChHa
",,
CiEn,ElSa,,
CiEn,WiHo,,
CiEn,DaPh,,
CiEn,JaSz,,
CiEn,AnMa,,
CiEn,StHe,,
CiEn,InSa,,
CiEn,OR,,
CiEn,KeSi,,
CiEn,JosHa,,
ClBa,AnMa,,
ClBa,MaMo,,
ClBa,RaKaGh,,
ClBa,JoAr,,
ClBa,JeSa,,
ClBa,AnDo,,
ClBa,JaHa,,
ClBa,MiSl,,
ClBa,RyKe,,
ClBa,AsPr,,
ClBa,LAT,,
ClBa,LLA,,
ClBa,AnCo,,
ClBa,MiBr,,
ClBa,TCM,,
ClBa,KeAr,,
ClBa,MiLa,,
ClBa,CaFi,,
ClBa,LiGa,,
ClBa,AJR,,
ClBa,KaSc,,
ClBa,FaSt,,
ClBa,EmNu,,
ClBa,JoHa,,
ClBa,BrGl,,
ClBa,JaOh,,
ClBa,MaLi,,
ClBa,SePo,,
ClBa,TyHi,,
ClBa,DaEt,,
ClBa,JeRi,,
ClBa,GU,,
ClBa,BG,,
ClBa,"ChHa
",,
ClBa,ElSa,,
ClBa,WiHo,,
ClBa,DaPh,,
ClBa,JaSz,,
ClBa,AnMa,,
ClBa,StHe,,
ClBa,InSa,,
ClBa,OR,,
ClBa,KeSi,,
ClBa,JosHa,,
AnMa,MaMo,,
AnMa,RaKaGh,,
AnMa,JoAr,,
AnMa,JeSa,,
AnMa,AnDo,,
AnMa,JaHa,,
AnMa,MiSl,,
AnMa,RyKe,,
AnMa,AsPr,,
AnMa,LAT,,
AnMa,LLA,,
AnMa,AnCo,,
AnMa,MiBr,,
AnMa,TCM,,
AnMa,KeAr,,
AnMa,MiLa,,
AnMa,CaFi,,
AnMa,LiGa,,
AnMa,AJR,,
AnMa,KaSc,,
AnMa,FaSt,,
AnMa,EmNu,,
AnMa,JoHa,,
AnMa,BrGl,,
AnMa,JaOh,,
AnMa,MaLi,,
AnMa,SePo,,
AnMa,TyHi,,
AnMa,DaEt,,
AnMa,JeRi,,
AnMa,GU,,
AnMa,BG,,
AnMa,"ChHa
",,
AnMa,ElSa,,
AnMa,WiHo,,
AnMa,DaPh,,
AnMa,JaSz,,
AnMa,AnMa,,
AnMa,StHe,,
AnMa,InSa,,
AnMa,OR,,
AnMa,KeSi,,
AnMa,JosHa,,
MaMo,RaKaGh,,
MaMo,JoAr,,
MaMo,JeSa,,
MaMo,AnDo,,
MaMo,JaHa,,
MaMo,MiSl,,
MaMo,RyKe,,
MaMo,AsPr,,
MaMo,LAT,,
MaMo,LLA,,
MaMo,AnCo,,
MaMo,MiBr,,
MaMo,TCM,,
MaMo,KeAr,,
MaMo,MiLa,,
MaMo,CaFi,,
MaMo,LiGa,,
MaMo,AJR,,
MaMo,KaSc,,
MaMo,FaSt,,
MaMo,EmNu,,
MaMo,JoHa,,
MaMo,BrGl,,
MaMo,JaOh,,
MaMo,MaLi,,
MaMo,SePo,,
MaMo,TyHi,,
MaMo,DaEt,,
MaMo,JeRi,,
MaMo,GU,,
MaMo,BG,,
MaMo,"ChHa
",,
MaMo,ElSa,,
MaMo,WiHo,,
MaMo,DaPh,,
MaMo,JaSz,,
MaMo,AnMa,,
MaMo,StHe,,
MaMo,InSa,,
MaMo,OR,,
MaMo,KeSi,,
MaMo,JosHa,,
RaKaGh,JoAr,,
RaKaGh,JeSa,,
RaKaGh,AnDo,,
RaKaGh,JaHa,,
RaKaGh,MiSl,,
RaKaGh,RyKe,,
RaKaGh,AsPr,,
RaKaGh,LAT,,
RaKaGh,LLA,,
RaKaGh,AnCo,,
RaKaGh,MiBr,,
RaKaGh,TCM,,
RaKaGh,KeAr,,
RaKaGh,MiLa,,
RaKaGh,CaFi,,
RaKaGh,LiGa,,
RaKaGh,AJR,,
RaKaGh,KaSc,,
RaKaGh,FaSt,,
RaKaGh,EmNu,,
RaKaGh,JoHa,,
RaKaGh,BrGl,,
RaKaGh,JaOh,,
RaKaGh,MaLi,,
RaKaGh,SePo,,
RaKaGh,TyHi,,
RaKaGh,DaEt,,
RaKaGh,JeRi,,
RaKaGh,GU,,
RaKaGh,BG,,
RaKaGh,"ChHa
",,
RaKaGh,ElSa,,
RaKaGh,WiHo,,
RaKaGh,DaPh,,
RaKaGh,JaSz,,
RaKaGh,AnMa,,
RaKaGh,StHe,,
RaKaGh,InSa,,
RaKaGh,OR,,
RaKaGh,KeSi,,
RaKaGh,JosHa,,
JoAr,JeSa,,
JoAr,AnDo,,
JoAr,JaHa,,
JoAr,MiSl,,
JoAr,RyKe,,
JoAr,AsPr,,
JoAr,LAT,,
JoAr,LLA,,
JoAr,AnCo,,
JoAr,MiBr,,
JoAr,TCM,,
JoAr,KeAr,,
JoAr,MiLa,,
JoAr,CaFi,,
JoAr,LiGa,,
JoAr,AJR,,
JoAr,KaSc,,
JoAr,FaSt,,
JoAr,EmNu,,
JoAr,JoHa,,
JoAr,BrGl,,
JoAr,JaOh,,
JoAr,MaLi,,
JoAr,SePo,,
JoAr,TyHi,,
JoAr,DaEt,,
JoAr,JeRi,,
JoAr,GU,,
JoAr,BG,,
JoAr,"ChHa
",,
JoAr,ElSa,,
JoAr,WiHo,,
JoAr,DaPh,,
JoAr,JaSz,,
JoAr,AnMa,,
JoAr,StHe,,
JoAr,InSa,,
JoAr,OR,,
JoAr,KeSi,,
JoAr,JosHa,,
JeSa,AnDo,,
JeSa,JaHa,,
JeSa,MiSl,,
JeSa,RyKe,,
JeSa,AsPr,,
JeSa,LAT,,
JeSa,LLA,,
JeSa,AnCo,,
JeSa,MiBr,,
JeSa,TCM,,
JeSa,KeAr,,
JeSa,MiLa,,
JeSa,CaFi,,
JeSa,LiGa,,
JeSa,AJR,,
JeSa,KaSc,,
JeSa,FaSt,,
JeSa,EmNu,,
JeSa,JoHa,,
JeSa,BrGl,,
JeSa,JaOh,,
JeSa,MaLi,,
JeSa,SePo,,
JeSa,TyHi,,
JeSa,DaEt,,
JeSa,JeRi,,
JeSa,GU,,
JeSa,BG,,
JeSa,"ChHa
",,
JeSa,ElSa,,
JeSa,WiHo,,
JeSa,DaPh,,
JeSa,JaSz,,
JeSa,AnMa,,
JeSa,StHe,,
JeSa,InSa,,
JeSa,OR,,
JeSa,KeSi,,
JeSa,JosHa,,
AnDo,JaHa,,
AnDo,MiSl,,
AnDo,RyKe,,
AnDo,AsPr,,
AnDo,LAT,,
AnDo,LLA,,
AnDo,AnCo,,
AnDo,MiBr,,
AnDo,TCM,,
AnDo,KeAr,,
AnDo,MiLa,,
AnDo,CaFi,,
AnDo,LiGa,,
AnDo,AJR,,
AnDo,KaSc,,
AnDo,FaSt,,
AnDo,EmNu,,
AnDo,JoHa,,
AnDo,BrGl,,
AnDo,JaOh,,
AnDo,MaLi,,
AnDo,SePo,,
AnDo,TyHi,,
AnDo,DaEt,,
AnDo,JeRi,,
AnDo,GU,,
AnDo,BG,,
AnDo,"ChHa
",,
AnDo,ElSa,,
AnDo,WiHo,,
AnDo,DaPh,,
AnDo,JaSz,,
AnDo,AnMa,,
AnDo,StHe,,
AnDo,InSa,,
AnDo,OR,,
AnDo,KeSi,,
AnDo,JosHa,,
JaHa,MiSl,,
JaHa,RyKe,,
JaHa,AsPr,,
JaHa,LAT,,
JaHa,LLA,,
JaHa,AnCo,,
JaHa,MiBr,,
JaHa,TCM,,
JaHa,KeAr,,
JaHa,MiLa,,
JaHa,CaFi,,
JaHa,LiGa,,
JaHa,AJR,,
JaHa,KaSc,,
JaHa,FaSt,,
JaHa,EmNu,,
JaHa,JoHa,,
JaHa,BrGl,,
JaHa,JaOh,,
JaHa,MaLi,,
JaHa,SePo,,
JaHa,TyHi,,
JaHa,DaEt,,
JaHa,JeRi,,
JaHa,GU,,
JaHa,BG,,
JaHa,"ChHa
",,
JaHa,ElSa,,
JaHa,WiHo,,
JaHa,DaPh,,
JaHa,JaSz,,
JaHa,AnMa,,
JaHa,StHe,,
JaHa,InSa,,
JaHa,OR,,
JaHa,KeSi,,
JaHa,JosHa,,
MiSl,RyKe,,
MiSl,AsPr,,
MiSl,LAT,,
MiSl,LLA,,
MiSl,AnCo,,
MiSl,MiBr,,
MiSl,TCM,,
MiSl,KeAr,,
MiSl,MiLa,,
MiSl,CaFi,,
MiSl,LiGa,,
MiSl,AJR,,
MiSl,KaSc,,
MiSl,FaSt,,
MiSl,EmNu,,
MiSl,JoHa,,
MiSl,BrGl,,
MiSl,JaOh,,
MiSl,MaLi,,
MiSl,SePo,,
MiSl,TyHi,,
MiSl,DaEt,,
MiSl,JeRi,,
MiSl,GU,,
MiSl,BG,,
MiSl,"ChHa
",,
MiSl,ElSa,,
MiSl,WiHo,,
MiSl,DaPh,,
MiSl,JaSz,,
MiSl,AnMa,,
MiSl,StHe,,
MiSl,InSa,,
MiSl,OR,,
MiSl,KeSi,,
MiSl,JosHa,,
RyKe,AsPr,,
RyKe,LAT,,
RyKe,LLA,,
RyKe,AnCo,,
RyKe,MiBr,,
RyKe,TCM,,
RyKe,KeAr,,
RyKe,MiLa,,
RyKe,CaFi,,
RyKe,LiGa,,
RyKe,AJR,,
RyKe,KaSc,,
RyKe,FaSt,,
RyKe,EmNu,,
RyKe,JoHa,,
RyKe,BrGl,,
RyKe,JaOh,,
RyKe,MaLi,,
RyKe,SePo,,
RyKe,TyHi,,
RyKe,DaEt,,
RyKe,JeRi,,
RyKe,GU,,
RyKe,BG,,
RyKe,"ChHa
",,
RyKe,ElSa,,
RyKe,WiHo,,
RyKe,DaPh,,
RyKe,JaSz,,
RyKe,AnMa,,
RyKe,StHe,,
RyKe,InSa,,
RyKe,OR,,
RyKe,KeSi,,
RyKe,JosHa,,
AsPr,LAT,,
AsPr,LLA,,
AsPr,AnCo,,
AsPr,MiBr,,
AsPr,TCM,,
AsPr,KeAr,,
AsPr,MiLa,,
AsPr,CaFi,,
AsPr,LiGa,,
AsPr,AJR,,
AsPr,KaSc,,
AsPr,FaSt,,
AsPr,EmNu,,
AsPr,JoHa,,
AsPr,BrGl,,
AsPr,JaOh,,
AsPr,MaLi,,
AsPr,SePo,,
AsPr,TyHi,,
AsPr,DaEt,,
AsPr,JeRi,,
AsPr,GU,,
AsPr,BG,,
AsPr,"ChHa
",,
AsPr,ElSa,,
AsPr,WiHo,,
AsPr,DaPh,,
AsPr,JaSz,,
AsPr,AnMa,,
AsPr,StHe,,
AsPr,InSa,,
AsPr,OR,,
AsPr,KeSi,,
AsPr,JosHa,,
LAT,LLA,,
LAT,AnCo,,
LAT,MiBr,,
LAT,TCM,,
LAT,KeAr,,
LAT,MiLa,,
LAT,CaFi,,
LAT,LiGa,,
LAT,AJR,,
LAT,KaSc,,
LAT,FaSt,,
LAT,EmNu,,
LAT,JoHa,,
LAT,BrGl,,
LAT,JaOh,,
LAT,MaLi,,
LAT,SePo,,
LAT,TyHi,,
LAT,DaEt,,
LAT,JeRi,,
LAT,GU,,
LAT,BG,,
LAT,"ChHa
",,
LAT,ElSa,,
LAT,WiHo,,
LAT,DaPh,,
LAT,JaSz,,
LAT,AnMa,,
LAT,StHe,,
LAT,InSa,,
LAT,OR,,
LAT,KeSi,,
LAT,JosHa,,
LLA,AnCo,3,
LLA,MiBr,2,
LLA,TCM,1,
LLA,KeAr,1,
LLA,MiLa,1,
LLA,CaFi,1,
LLA,LiGa,1,
LLA,AJR,0,
LLA,KaSc,0,
LLA,FaSt,0,
LLA,EmNu,1,
LLA,JoHa,0,
LLA,BrGl,0,
LLA,JaOh,0,
LLA,MaLi,0,
LLA,SePo,0,
LLA,TyHi,0,
LLA,DaEt,0,
LLA,JeRi,0,
LLA,GU,,
LLA,BG,,
LLA,"ChHa
",,
LLA,ElSa,,
LLA,WiHo,,
LLA,DaPh,,
LLA,JaSz,,
LLA,AnMa,,
LLA,StHe,,
LLA,InSa,,
LLA,OR,,
LLA,KeSi,,
LLA,JosHa,,
AnCo,MiBr,2,
AnCo,TCM,1,
AnCo,KeAr,1,
AnCo,MiLa,0,
AnCo,CaFi,1,
AnCo,LiGa,1,
AnCo,AJR,2,
AnCo,KaSc,0,
AnCo,FaSt,1,
AnCo,EmNu,0,
AnCo,JoHa,0,
AnCo,BrGl,0,
AnCo,JaOh,0,
AnCo,MaLi,0,
AnCo,SePo,0,
AnCo,TyHi,1,
AnCo,DaEt,0,
AnCo,JeRi,0,
AnCo,GU,,
AnCo,BG,,
AnCo,"ChHa
",,
AnCo,ElSa,,
AnCo,WiHo,,
AnCo,DaPh,,
AnCo,JaSz,,
AnCo,AnMa,,
AnCo,StHe,,
AnCo,InSa,,
AnCo,OR,,
AnCo,KeSi,,
AnCo,JosHa,,
MiBr,TCM,1,
MiBr,KeAr,1,
MiBr,MiLa,1,
MiBr,CaFi,1,
MiBr,LiGa,1,
MiBr,AJR,,
MiBr,KaSc,,
MiBr,FaSt,,
MiBr,EmNu,,
MiBr,JoHa,,
MiBr,BrGl,,
MiBr,JaOh,,
MiBr,MaLi,,
MiBr,SePo,,
MiBr,TyHi,,
MiBr,DaEt,,
MiBr,JeRi,,
MiBr,GU,,
MiBr,BG,,
MiBr,"ChHa
",,
MiBr,ElSa,,
MiBr,WiHo,,
MiBr,DaPh,,
MiBr,JaSz,,
MiBr,AnMa,,
MiBr,StHe,,
MiBr,InSa,,
MiBr,OR,,
MiBr,KeSi,,
MiBr,JosHa,,
TCM,KeAr,,
TCM,MiLa,,
TCM,CaFi,,
TCM,LiGa,,
TCM,AJR,,
TCM,KaSc,,
TCM,FaSt,,
TCM,EmNu,,
TCM,JoHa,,
TCM,BrGl,,
TCM,JaOh,,
TCM,MaLi,,
TCM,SePo,,
TCM,TyHi,,
TCM,DaEt,,
TCM,JeRi,,
TCM,GU,,
TCM,BG,,
TCM,"ChHa
",,
TCM,ElSa,,
TCM,WiHo,,
TCM,DaPh,,
TCM,JaSz,,
TCM,AnMa,,
TCM,StHe,,
TCM,InSa,,
TCM,OR,,
TCM,KeSi,,
TCM,JosHa,,
KeAr,MiLa,,
KeAr,CaFi,,
KeAr,LiGa,,
KeAr,AJR,,
KeAr,KaSc,,
KeAr,FaSt,,
KeAr,EmNu,,
KeAr,JoHa,,
KeAr,BrGl,,
KeAr,JaOh,,
KeAr,MaLi,,
KeAr,SePo,,
KeAr,TyHi,,
KeAr,DaEt,,
KeAr,JeRi,,
KeAr,GU,,
KeAr,BG,,
KeAr,"ChHa
",,
KeAr,ElSa,,
KeAr,WiHo,,
KeAr,DaPh,,
KeAr,JaSz,,
KeAr,AnMa,,
KeAr,StHe,,
KeAr,InSa,,
KeAr,OR,,
KeAr,KeSi,,
KeAr,JosHa,,
MiLa,CaFi,,
MiLa,LiGa,,
MiLa,AJR,,
MiLa,KaSc,,
MiLa,FaSt,,
MiLa,EmNu,,
MiLa,JoHa,,
MiLa,BrGl,,
MiLa,JaOh,,
MiLa,MaLi,,
MiLa,SePo,,
MiLa,TyHi,,
MiLa,DaEt,,
MiLa,JeRi,,
MiLa,GU,,
MiLa,BG,,
MiLa,"ChHa
",,
MiLa,ElSa,,
MiLa,WiHo,,
MiLa,DaPh,,
MiLa,JaSz,,
MiLa,AnMa,,
MiLa,StHe,,
MiLa,InSa,,
MiLa,OR,,
MiLa,KeSi,,
MiLa,JosHa,,
CaFi,LiGa,,
CaFi,AJR,,
CaFi,KaSc,,
CaFi,FaSt,,
CaFi,EmNu,,
CaFi,JoHa,,
CaFi,BrGl,,
CaFi,JaOh,,
CaFi,MaLi,,
CaFi,SePo,,
CaFi,TyHi,,
CaFi,DaEt,,
CaFi,JeRi,,
CaFi,GU,,
CaFi,BG,,
CaFi,"ChHa
",,
CaFi,ElSa,,
CaFi,WiHo,,
CaFi,DaPh,,
CaFi,JaSz,,
CaFi,AnMa,,
CaFi,StHe,,
CaFi,InSa,,
CaFi,OR,,
CaFi,KeSi,,
CaFi,JosHa,,
LiGa,AJR,,
LiGa,KaSc,,
LiGa,FaSt,,
LiGa,EmNu,,
LiGa,JoHa,,
LiGa,BrGl,,
LiGa,JaOh,,
LiGa,MaLi,,
LiGa,SePo,,
LiGa,TyHi,,
LiGa,DaEt,,
LiGa,JeRi,,
LiGa,GU,,
LiGa,BG,,
LiGa,"ChHa
",,
LiGa,ElSa,,
LiGa,WiHo,,
LiGa,DaPh,,
LiGa,JaSz,,
LiGa,AnMa,,
LiGa,StHe,,
LiGa,InSa,,
LiGa,OR,,
LiGa,KeSi,,
LiGa,JosHa,,
AJR,KaSc,,
AJR,FaSt,,
AJR,EmNu,,
AJR,JoHa,,
AJR,BrGl,,
AJR,JaOh,,
AJR,MaLi,,
AJR,SePo,,
AJR,TyHi,,
AJR,DaEt,,
AJR,JeRi,,
AJR,GU,,
AJR,BG,,
AJR,"ChHa
",,
AJR,ElSa,,
AJR,WiHo,,
AJR,DaPh,,
AJR,JaSz,,
AJR,AnMa,,
AJR,StHe,,
AJR,InSa,,
AJR,OR,,
AJR,KeSi,,
AJR,JosHa,,
KaSc,FaSt,,
KaSc,EmNu,,
KaSc,JoHa,,
KaSc,BrGl,,
KaSc,JaOh,,
KaSc,MaLi,,
KaSc,SePo,,
KaSc,TyHi,,
KaSc,DaEt,,
KaSc,JeRi,,
KaSc,GU,,
KaSc,BG,,
KaSc,"ChHa
",,
KaSc,ElSa,,
KaSc,WiHo,,
KaSc,DaPh,,
KaSc,JaSz,,
KaSc,AnMa,,
KaSc,StHe,,
KaSc,InSa,,
KaSc,OR,,
KaSc,KeSi,,
KaSc,JosHa,,
FaSt,EmNu,,
FaSt,JoHa,,
FaSt,BrGl,,
FaSt,JaOh,,
FaSt,MaLi,,
FaSt,SePo,,
FaSt,TyHi,,
FaSt,DaEt,,
FaSt,JeRi,,
FaSt,GU,,
FaSt,BG,,
FaSt,"ChHa
",,
FaSt,ElSa,,
FaSt,WiHo,,
FaSt,DaPh,,
FaSt,JaSz,,
FaSt,AnMa,,
FaSt,StHe,,
FaSt,InSa,,
FaSt,OR,,
FaSt,KeSi,,
FaSt,JosHa,,
EmNu,JoHa,,
EmNu,BrGl,,
EmNu,JaOh,,
EmNu,MaLi,,
EmNu,SePo,,
EmNu,TyHi,,
EmNu,DaEt,,
EmNu,JeRi,,
EmNu,GU,,
EmNu,BG,,
EmNu,"ChHa
",,
EmNu,ElSa,,
EmNu,WiHo,,
EmNu,DaPh,,
EmNu,JaSz,,
EmNu,AnMa,,
EmNu,StHe,,
EmNu,InSa,,
EmNu,OR,,
EmNu,KeSi,,
EmNu,JosHa,,
JoHa,BrGl,,
JoHa,JaOh,,
JoHa,MaLi,,
JoHa,SePo,,
JoHa,TyHi,,
JoHa,DaEt,,
JoHa,JeRi,,
JoHa,GU,,
JoHa,BG,,
JoHa,"ChHa
",,
JoHa,ElSa,,
JoHa,WiHo,,
JoHa,DaPh,,
JoHa,JaSz,,
JoHa,AnMa,,
JoHa,StHe,,
JoHa,InSa,,
JoHa,OR,,
JoHa,KeSi,,
JoHa,JosHa,,
BrGl,JaOh,,
BrGl,MaLi,,
BrGl,SePo,,
BrGl,TyHi,,
BrGl,DaEt,,
BrGl,JeRi,,
BrGl,GU,,
BrGl,BG,,
BrGl,"ChHa
",,
BrGl,ElSa,,
BrGl,WiHo,,
BrGl,DaPh,,
BrGl,JaSz,,
BrGl,AnMa,,
BrGl,StHe,,
BrGl,InSa,,
BrGl,OR,,
BrGl,KeSi,,
BrGl,JosHa,,
JaOh,MaLi,,
JaOh,SePo,,
JaOh,TyHi,,
JaOh,DaEt,,
JaOh,JeRi,,
JaOh,GU,,
JaOh,BG,,
JaOh,"ChHa
",,
JaOh,ElSa,,
JaOh,WiHo,,
JaOh,DaPh,,
JaOh,JaSz,,
JaOh,AnMa,,
JaOh,StHe,,
JaOh,InSa,,
JaOh,OR,,
JaOh,KeSi,,
JaOh,JosHa,,
MaLi,SePo,,
MaLi,TyHi,,
MaLi,DaEt,,
MaLi,JeRi,,
MaLi,GU,,
MaLi,BG,,
MaLi,"ChHa
",,
MaLi,ElSa,,
MaLi,WiHo,,
MaLi,DaPh,,
MaLi,JaSz,,
MaLi,AnMa,,
MaLi,StHe,,
MaLi,InSa,,
MaLi,OR,,
MaLi,KeSi,,
MaLi,JosHa,,
SePo,TyHi,,
SePo,DaEt,,
SePo,JeRi,,
SePo,GU,,
SePo,BG,,
SePo,"ChHa
",,
SePo,ElSa,,
SePo,WiHo,,
SePo,DaPh,,
SePo,JaSz,,
SePo,AnMa,,
SePo,StHe,,
SePo,InSa,,
SePo,OR,,
SePo,KeSi,,
SePo,JosHa,,
TyHi,DaEt,,
TyHi,JeRi,,
TyHi,GU,,
TyHi,BG,,
TyHi,"ChHa
",,
TyHi,ElSa,,
TyHi,WiHo,,
TyHi,DaPh,,
TyHi,JaSz,,
TyHi,AnMa,,
TyHi,StHe,,
TyHi,InSa,,
TyHi,OR,,
TyHi,KeSi,,
TyHi,JosHa,,
DaEt,JeRi,,
DaEt,GU,,
DaEt,BG,,
DaEt,"ChHa
",,
DaEt,ElSa,,
DaEt,WiHo,,
DaEt,DaPh,,
DaEt,JaSz,,
DaEt,AnMa,,
DaEt,StHe,,
DaEt,InSa,,
DaEt,OR,,
DaEt,KeSi,,
DaEt,JosHa,,
JeRi,GU,,
JeRi,BG,,
JeRi,"ChHa
",,
JeRi,ElSa,,
JeRi,WiHo,,
JeRi,DaPh,,
JeRi,JaSz,,
JeRi,AnMa,,
JeRi,StHe,,
JeRi,InSa,,
JeRi,OR,,
JeRi,KeSi,,
JeRi,JosHa,,
GU,BG,,
GU,"ChHa
",,
GU,ElSa,,
GU,WiHo,,
GU,DaPh,,
GU,JaSz,,
GU,AnMa,,
GU,StHe,,
GU,InSa,,
GU,OR,,
GU,KeSi,,
GU,JosHa,,
BG,"ChHa
",,
BG,ElSa,,
BG,WiHo,,
BG,DaPh,,
BG,JaSz,,
BG,AnMa,,
BG,StHe,,
BG,InSa,,
BG,OR,,
BG,KeSi,,
BG,JosHa,,
ChHa,ElSa,,
ChHa,WiHo,,
ChHa,DaPh,,
ChHa,JaSz,,
ChHa,AnMa,,
ChHa,StHe,,
ChHa,InSa,,
ChHa,OR,,
ChHa,KeSi,,
ChHa,JosHa,,
ElSa,WiHo,,
ElSa,DaPh,,
ElSa,JaSz,,
ElSa,AnMa,,
ElSa,StHe,,
ElSa,InSa,,
ElSa,OR,,
ElSa,KeSi,,
ElSa,JosHa,,
WiHo,DaPh,,
WiHo,JaSz,,
WiHo,AnMa,,
WiHo,StHe,,
WiHo,InSa,,
WiHo,OR,,
WiHo,KeSi,,
WiHo,JosHa,,
DaPh,JaSz,,
DaPh,AnMa,,
DaPh,StHe,,
DaPh,InSa,,
DaPh,OR,,
DaPh,KeSi,,
DaPh,JosHa,,
JaSz,AnMa,,
JaSz,StHe,,
JaSz,InSa,,
JaSz,OR,,
JaSz,KeSi,,
JaSz,JosHa,,
AnMa,StHe,,
AnMa,InSa,,
AnMa,OR,,
AnMa,KeSi,,
AnMa,JosHa,,
StHe,InSa,,
StHe,OR,,
StHe,KeSi,,
StHe,JosHa,,
InSa,OR,,
InSa,KeSi,,
InSa,JosHa,,
OR,KeSi,,
OR,JosHa,,
KeSi,JosHa,,
